Geneid,HISAT2 on data 35: aligned reads (BAM),Length,RPKM,TPM
100616321,0,41,0.0,0.0
126969,103,4434,0.110892517828403,0.11013710818763774
1266,1597,2288,3.332035381770949,3.309337262005505
105378862,1,1294,0.0036891510035198965,0.0036640201805494045
729970,54,952,0.2707805835314667,0.26893600224377123
199857,2656,1236,10.258179833787544,10.188300205342838
101928098,0,1142,0.0,0.0
148534,10679,7187,7.093223594707965,7.044903928129219
100527978,41,1491,0.13127043416548936,0.13037620835604838
101928118,26,2473,0.05018916148905112,0.04984726848136036
25950,6695,1385,23.07605239229172,22.91885628213652
440594,0,2755,0.0,0.0
100996635,0,1664,0.0,0.0
102723661,0,813,0.0,0.0
101928241,0,1994,0.0,0.0
58155,1085,3858,1.3425430579139193,1.333397535844883
1806,414,5843,0.3382401538596039,0.3359360320115018
100873932,0,533,0.0,0.0
100873933,0,817,0.0,0.0
400765,0,2469,0.0,0.0
100616452,0,110,0.0,0.0
406928,0,102,0.0,0.0
729987,0,2265,0.0,0.0
51375,0,2022,0.0,0.0
163404,0,4782,0.0,0.0
100129620,0,2544,0.0,0.0
9890,0,5355,0.0,0.0
101928270,0,414,0.0,0.0
54873,366,2578,0.6777333870717756,0.6731166072881771
391059,337,3283,0.4900266802658999,0.48668857517320235
178,2651,8224,1.5388182718347074,1.5283357056463516
23443,1418,7231,0.9361352044185632,0.9297581685975188
64645,3221,2953,5.2070048983219905,5.171534320353953
163786,4414,4039,5.21698014687315,5.181441616629593
54482,2199,3146,3.336777277629335,3.314046855649846
127495,78,2077,0.17927462161158894,0.178053387030916
1629,1059,11012,0.4590822122293386,0.45595490359018837
100506007,10,780,0.061202069212240334,0.060785155302960636
8634,4717,2701,8.336850246939186,8.28005888559685
693138,0,68,0.0,0.0
8556,1160,6031,0.9181832568933023,0.9119285113267913
54112,0,3465,0.0,0.0
100128787,0,824,0.0,0.0
7412,406,3203,0.6051036927296994,0.6009816728486286
2135,3441,3599,4.564188100146397,4.53309644706975
148867,1679,8336,0.9615097634565044,0.9549598738947135
51611,6651,1833,17.321487758749385,17.20349225191452
102606465,1080,1326,3.8881314558364455,3.861645160423382
101928334,0,1784,0.0,0.0
101928370,87,1213,0.342388492724042,0.3400561120246421
1901,664,3050,1.0392713339804431,1.0321917257216187
104355286,0,474,0.0,0.0
118427,25,4611,0.025882462581624088,0.02570614895701003
94236,0,1781,0.0,0.0
1301,1,7723,0.0006181226723494428,0.0006139119660275708
101928436,0,527,0.0,0.0
55599,1034,1887,2.615828980448123,2.5980097220425975
280,205,2242,0.4364946863085294,0.4335212458939967
648740,0,1988,0.0,0.0
279,0,1679,0.0,0.0
276,0,2023,0.0,0.0
277,0,2011,0.0,0.0
278,0,2027,0.0,0.0
100129138,0,1224,0.0,0.0
101928476,2,1918,0.004977853387439778,0.0049439438098341296
55170,3351,2650,6.036556394927153,5.995434838783867
22854,159,7542,0.10064015677144057,0.09995458712109757
10451,666,13988,0.22728946893318996,0.22574115296527017
102465839,0,82,0.0,0.0
100873946,0,619,0.0,0.0
29957,306,3899,0.37465272838105984,0.3721005608543382
148545,0,3463,0.0,0.0
653149,3,6087,0.002352765598104853,0.002336738350729882
284611,224,5340,0.2002476691528583,0.1988835643171027
113802,4112,2493,7.873929751647461,7.820291845668024
55119,19545,4271,21.845742574280617,21.69692744343632
163479,30,3895,0.036768380476673274,0.03651791101641281
6814,3250,2503,6.198451676109839,6.15622727499022
254268,0,3248,0.0,0.0
642864,5,608,0.03925790623811469,0.03899047790814909
29899,579,4289,0.6444410934397757,0.6400511037053646
23155,2044,4845,2.013945985272632,2.000226807071542
22911,358,4415,0.38709095825200435,0.3844540604031422
6884,323,577,2.6723135731944248,2.654109536746604
56900,3742,2832,6.307703090886957,6.264734459465727
677766,123,420,1.3980301238624617,1.388506618991915
127003,0,1351,0.0,0.0
57535,0,8411,0.0,0.0
6301,11566,4950,11.15420693650186,11.078223492172794
1952,168,10844,0.07395720351873825,0.0734534005062704
84722,185,1827,0.48338580116728413,0.4800929343304445
343263,98,1372,0.3409829570396248,0.3386601509736378
6272,5,7876,0.0030305747832368884,0.003009930239735227
5686,38516,3864,47.584418743978944,47.26026947427767
284612,0,3845,0.0,0.0
127002,227,4735,0.22885825500991078,0.22729925233246484
284613,107,5157,0.09904837495546982,0.09837364866366288
57463,1,5120,0.0009323752731552241,0.000926023850318541
83873,37,4364,0.04047414567977214,0.040198432219143994
2773,12143,4743,12.22175514709051,12.138499469917855
406974,0,75,0.0,0.0
2780,84,1906,0.2103861266939133,0.20895295778856146
271,1096,4926,1.0621279928574914,1.0548926830165448
2948,3599,3286,5.2284745202064915,5.192857689275019
2946,318,2018,0.7522577426860304,0.7471332963997204
2944,150,1238,0.5784040466746462,0.5744639071442968
2949,319,1643,0.9268593342294366,0.9205454864566444
2947,18438,4213,20.892146372312464,20.749827223149083
79574,0,2760,0.0,0.0
1435,3833,4915,3.7228540062381166,3.6974935954318116
10768,4042,4992,3.865293183685554,3.8389624646026075
85369,893,3970,1.073795699977176,1.0664809086832294
257,1,1478,0.0032298791600505732,0.003207876937504012
104355139,0,579,0.0,0.0
164153,0,1508,0.0,0.0
388662,0,6485,0.0,0.0
100873974,42,1132,0.1771183557767662,0.1759118098696988
3749,1,4557,0.001047566688293778,0.0010404305713475818
440600,170,2611,0.3108155640575668,0.3086982609411176
64783,2146,7525,1.3613942805712274,1.3521203423059103
9122,158,3106,0.24283783031926914,0.2411835975382121
10542,62065,850,348.56882494270627,346.1943432735337
101410535,8,533,0.0716512029801838,0.07116310864736855
84432,0,1372,0.0,0.0
643160,78,1241,0.30004302102116864,0.2979991014207998
440602,0,2351,0.0,0.0
3744,0,1959,0.0,0.0
3737,0,12783,0.0,0.0
3738,487,9031,0.2574268410027861,0.2556732265904399
963,5408,1628,15.857801992250657,15.749777242331735
55791,5626,3588,7.485279160610091,7.434288776836012
128338,5073,2125,11.396372505820343,11.318739408211627
10390,1118,2513,2.1237824288039024,2.109315035033577
79961,596,4415,0.6444307573133927,0.6400408379895888
1117,2,1611,0.00592645735388547,0.005886085802148888
149620,0,2803,0.0,0.0
27159,0,1892,0.0,0.0
128344,0,2597,0.0,0.0
441897,0,608,0.0,0.0
5016,1,2242,0.0021292423722367292,0.0021147377848487648
79084,6464,2408,12.814615315721712,12.72732102263718
515,62945,2116,142.00586542156356,141.0385089047726
128346,2300,2008,5.4679537931652975,5.430705608242599
57413,284,2308,0.5874125811046569,0.5834110746408943
140,0,2309,0.0,0.0
100129269,0,1542,0.0,0.0
5906,17204,5323,15.428854236471135,15.3237515166084
55924,1,7307,0.0006533134526556381,0.0006488630236254181
100506343,0,2131,0.0,0.0
101928718,0,2767,0.0,0.0
11218,1662,3510,2.26039642290541,2.2449984025226795
3752,1,10509,0.00045425458164951443,0.00045116015925691596
100874295,0,376,0.0,0.0
100873995,0,448,0.0,0.0
643355,13,3415,0.018172444562580294,0.018048652262723893
55917,1031,6066,0.8113663043043098,0.8058392052676374
100422976,0,64,0.0,0.0
7482,1,3592,0.0013289981621811655,0.001319944909140014
54879,766,6851,0.5337470779875837,0.5301111456781918
829,38502,2787,65.94882000974339,65.49957081414354
4343,661,4675,0.674963911111163,0.6703659972427903
389,3922,1621,11.550087726793162,11.471407507501853
333926,96,1714,0.26737520085254124,0.2655538173328876
284467,0,1440,0.0,0.0
100996702,0,1824,0.0,0.0
6566,3104,4783,3.098004470230803,3.0769005897366517
246182,0,1324,0.0,0.0
100506392,171,1508,0.5413217501013672,0.5376342184554967
100996251,6,2456,0.01166228354695785,0.011582839039814974
9860,613,4617,0.633813241783422,0.6294956499146112
643441,0,2172,0.0,0.0
260425,334,7683,0.2075278285978505,0.20611413067196802
10745,1802,4197,2.049634986942019,2.035672692104583
54665,5909,6739,4.185807405261908,4.157293314949571
100287722,16,2148,0.03555874412331283,0.03531651481289333
26191,572,5501,0.49638093437071723,0.4929995435369736
440603,0,4973,0.0,0.0
10717,1493,3351,2.126895185927257,2.112406587780059
64858,1555,3788,1.9596618201564497,1.9463124304899937
101928846,96,2281,0.20091236048279512,0.19954372771090279
204851,3165,9926,1.5221594626663077,1.5117903777596102
56944,625,2113,1.4120212371494163,1.402402423577535
148281,0,4898,0.0,0.0
51592,2628,8411,1.491552128807737,1.481391543766744
10286,18317,1304,67.05597203782767,66.59918082467618
163259,160,4514,0.16920731585484258,0.16805466065151722
270,457,2407,0.9063601824426752,0.9001859767051662
4893,3969,4454,4.25394229700579,4.224964065783826
7812,18915,4313,20.935705275600053,20.79308939933435
80143,5942,5558,5.103578666824812,5.068812637494599
6847,33,4283,0.036781257565329586,0.03653070038520212
7252,0,624,0.0,0.0
10100,0,3213,0.0,0.0
4803,49,1317,0.177611471928005,0.17640156687009534
81839,725,8769,0.39468320378061256,0.3919945868836155
845,8,2702,0.014134008581953357,0.01403772646522851
4808,0,3415,0.0,0.0
101928995,0,1396,0.0,0.0
101928977,0,578,0.0,0.0
55356,49,10206,0.02291929340869906,0.02276316515460666
126868,0,4619,0.0,0.0
476,3314,4807,3.2910849333909775,3.2686657717022887
84852,181,2635,0.32791302206391243,0.32567924955111893
101929023,0,863,0.0,0.0
965,9183,1719,25.501716650918116,25.32799670126401
100616384,24,88,1.3019349268785672,1.2930660309902535
3321,156,8787,0.08475097054450216,0.08417363943626095
100302117,0,79,0.0,0.0
388667,0,386,0.0,0.0
914,1436,1560,4.394308569438857,4.364374150752573
5738,1,6312,0.0007562993343717913,0.0007511473564054071
9398,0,3563,0.0,0.0
101929099,72,1814,0.18947674790294475,0.1881860155355165
8458,1999,4952,1.9270494821710298,1.9139222506357492
100126331,0,86,0.0,0.0
80263,146,3581,0.19462975822088605,0.19330392309134758
79679,0,3484,0.0,0.0
104355292,0,565,0.0,0.0
10905,2261,12314,0.8765205881218355,0.8705496523403876
100996263,0,436,0.0,0.0
54855,3382,5720,2.8225281555790476,2.803300844108357
54834,808,10374,0.37181407461270816,0.36928124424655784
10885,2721,3877,3.3503752296795115,3.32755217724781
200162,130,7866,0.07889511591814355,0.07835767540961364
6913,97,4334,0.10684237555602455,0.10611455584268577
10352,2092,3520,2.837133194822878,2.8178063925329275
104472716,40,562,0.33976949455905675,0.3374549547068278
101929147,589,5118,0.5493836388723614,0.5456411889270452
51179,0,2590,0.0,0.0
100874270,0,311,0.0,0.0
3284,0,1870,0.0,0.0
3283,0,1761,0.0,0.0
128102,0,8697,0.0,0.0
644242,0,1590,0.0,0.0
90874,4,8292,0.0023028274956848754,0.002287140431081008
26227,412,2853,0.6893759888554348,0.684679898638606
3158,0,2659,0.0,0.0
83998,0,2262,0.0,0.0
343505,0,1611,0.0,0.0
11085,0,2992,0.0,0.0
4853,1488,12402,0.5727589873447398,0.5688573024578957
9554,4657,1884,11.800109784007141,11.719726392345668
105378954,16,835,0.09147327230763586,0.09085014828514357
728841,123,6546,0.08969945799300853,0.08908841735053535
767846,0,1906,0.0,0.0
100996724,1,7639,0.0006249196751609826,0.0006206626670547099
101929796,216,3544,0.29095159765457823,0.2889696096343908
101060684,96,5698,0.08042841247126284,0.07988052701098092
100189005,1,148,0.03225514458482937,0.032035419686695474
101954277,333,167,9.518937399513357,9.454093555922752
653505,0,785,0.0,0.0
728855,428,3694,0.553105002323073,0.5493372021207465
101954264,225,164,6.549367772407427,6.504752899798532
100189257,0,148,0.0,0.0
105369199,0,1939,0.0,0.0
100996721,1,1708,0.0027949422708165965,0.0027759028768330972
100126488,0,288,0.0,0.0
101929798,1,2265,0.002107620926514237,0.0020932636263271214
2210,0,2871,0.0,0.0
100996318,0,927,0.0,0.0
337875,9,515,0.08342495647959752,0.08285665829646285
653820,246,4476,0.26236490260153433,0.2605776496767669
653464,101,10540,0.04574477241499331,0.04543315497881631
100873165,0,2504,0.0,0.0
647121,1,4231,0.0011282820606369054,0.001120596103434396
101929815,0,1981,0.0,0.0
100189261,0,72,0.0,0.0
101954269,0,164,0.0,0.0
26863,9,164,0.26197471089629704,0.26019011599194125
791227,0,74,0.0,0.0
105369140,0,5421,0.0,0.0
388692,1,2307,0.0020692507145881,0.002055154795678773
100189142,0,71,0.0,0.0
100189326,0,73,0.0,0.0
199882,0,4363,0.0,0.0
100189356,0,74,0.0,0.0
100132417,173,1335,0.6186222636329372,0.6144081540510492
100996713,0,1511,0.0,0.0
554282,791,4324,0.8732759635191499,0.8673271304075082
100996712,2,3046,0.00313444609228808,0.0031130939682409253
101060524,0,2229,0.0,0.0
730262,0,785,0.0,0.0
101954267,225,165,6.5096746343928364,6.465330154951268
100189323,0,74,0.0,0.0
284565,84,5295,0.07573105901389966,0.07521517234088727
100189127,0,74,0.0,0.0
728945,0,785,0.0,0.0
105371215,0,1718,0.0,0.0
1818,0,2229,0.0,0.0
645166,32,1528,0.09997406070271721,0.09929302855771582
647135,124,10466,0.05655899230085884,0.05617370744221625
728833,986,4379,1.074886672522261,1.0675644494268317
101929805,8,1532,0.024928257955899463,0.024758444457602766
102724235,0,1488,0.0,0.0
103091866,7,1503,0.02223308701921705,0.02208163326375017
645142,0,785,0.0,0.0
101954266,461,164,13.41892685813255,13.327515941364993
7214,0,74,0.0,0.0
100288142,85,18450,0.021992938692528646,0.021843120848706182
100126510,0,72,0.0,0.0
101060254,0,2111,0.0,0.0
101929780,6,3827,0.007484339793919121,0.007433355809194036
653519,2381,2734,4.157397911469953,4.129077349142372
5174,68,2940,0.1104135289461642,0.1096613822200351
11126,0,2507,0.0,0.0
27246,3468,2001,8.273565482352755,8.21720522242482
10623,2826,4095,3.2944199541674517,3.271978074022224
200035,94,2000,0.22436678573207308,0.2228383793406537
10401,179,2902,0.294453235817126,0.29244739432802774
102466191,0,59,0.0,0.0
148741,279,3363,0.39603908123603165,0.39334122798187016
8515,5,5487,0.004350065061558909,0.004320432033561992
8799,1541,2404,3.0600525437491113,3.0392071951353006
114814,41,1961,0.09980837192286825,0.09912846846449165
9939,64320,4961,61.89242756602324,61.47081087456993
128077,3120,3992,3.7309958826379783,3.705580008649424
84265,26500,1283,98.60068360226094,97.9290070235539
284615,8,4674,0.008170751217038506,0.008115091336980624
10628,33974,2957,54.84740269005714,54.47377733124694
148738,0,2233,0.0,0.0
100189384,0,72,0.0,0.0
100189064,0,72,0.0,0.0
100188991,0,72,0.0,0.0
100189198,0,73,0.0,0.0
101954276,178,164,5.181277615504542,5.145982294062839
101928979,0,1039,0.0,0.0
100132406,19,11423,0.007940249196580599,0.007886159516675801
388677,74,5324,0.06635205550207574,0.06590005943063276
170688,97,3838,0.1206500405575327,0.11982816180880673
105371242,2,1752,0.00544949931341866,0.00541237684204444
102724558,0,1409,0.0,0.0
100288805,0,8867,0.0,0.0
105373468,0,2039,0.0,0.0
149013,435,7109,0.29210665471533476,0.2901167983442755
728989,0,1076,0.0,0.0
100189334,0,72,0.0,0.0
101447996,12,141,0.40627756583444646,0.4035099671175259
644861,0,1149,0.0,0.0
5565,597,5638,0.5054869732063114,0.5020435512305189
171423,510,2099,1.1598943845940548,1.1519930814443897
2330,88,6254,0.06717157068641152,0.06671399200504026
9557,5268,3014,8.34378734160133,8.286948724156515
100289211,0,3372,0.0,0.0
607,149,6491,0.10958102732778575,0.10883455167632239
51205,641,3588,0.8528375296749143,0.8470279249825602
2702,56,5809,0.0460200788981005,0.04570658604980755
2703,1,6407,0.0007450852814975412,0.0007400096946513079
51463,1452,5042,1.3747523900637628,1.3653874551749523
100034743,64,2129,0.14350433513739022,0.1425267709123436
100189140,0,72,0.0,0.0
26864,12,164,0.3492996145283961,0.3469201546559217
100189193,0,74,0.0,0.0
200030,337,5691,0.2826845178901686,0.2807588459486247
101927468,0,1409,0.0,0.0
100189056,0,72,0.0,0.0
100189307,0,72,0.0,0.0
100189174,0,72,0.0,0.0
100188998,0,72,0.0,0.0
100847044,23,76,1.4446909495626206,1.4348495870198867
101954273,0,164,0.0,0.0
102466225,2,82,0.1164332048427987,0.1156400515519739
26860,16,162,0.4714826072646663,0.46827082603762266
100132057,148,1485,0.4757688127852542,0.47252783354705563
101954272,31,161,0.9191714494111624,0.9129099721898064
388685,984,2052,2.289172132640288,2.2735780895774047
644591,0,738,0.0,0.0
25832,337,10208,0.15759772642172315,0.15652415676857595
100996763,1013,12620,0.3831870282675086,0.38057672433503426
440672,27,3802,0.03390098836427621,0.03367005183272885
9659,6,14097,0.002031820131327834,0.002017979192862707
400818,150,5262,0.1360821379291547,0.13515513436804247
653513,21,870,0.11522872341339042,0.11444377515660864
100996761,7,1555,0.021489601151050305,0.02134321208708457
101060226,391,3690,0.5058375899281589,0.5023917795202422
653598,0,785,0.0,0.0
57234,993,6670,0.7106964121086752,0.7058550852826857
644634,24,1986,0.05768895949915102,0.05729597720399915
100189228,0,73,0.0,0.0
102723955,0,4253,0.0,0.0
100189059,0,74,0.0,0.0
440689,1439,4556,1.5077793354961109,1.4975082092877323
2209,60,3598,0.07960691604037931,0.07906462668645241
101927767,0,1325,0.0,0.0
653604,348,457,3.635161852728779,3.6103988086292422
8370,27,396,0.3254837317196418,0.3232665077475634
105371405,180,2270,0.378536146140905,0.37595752442888436
126961,2,507,0.018831405911458567,0.018703124708603275
8337,14674,534,131.18010255129653,130.286492088802
337873,1411,582,11.573500572784788,11.494660863115536
723790,2096,534,18.73746047073174,18.609819232528892
333932,10,507,0.09415702955729284,0.09351562354301637
554313,67,396,0.8076818527857779,0.8021798525587684
8349,4217,2223,9.05575880238658,8.994070172371403
8338,5795,437,63.304227241704254,62.872993245975366
317772,883,448,9.408998470812145,9.344903540928819
51027,4253,915,22.18886035852824,22.037707878986172
9900,53,4551,0.05559423294295794,0.055215520110401956
10262,8781,1993,21.03281427030067,20.889536878973004
10903,335,3851,0.415271375880509,0.4124425105339811
56957,532,7040,0.36074446932260296,0.3582870460868827
105373477,1,2149,0.002221387342277686,0.0022062550552028526
11311,1976,3154,2.990790273793335,2.970416745889257
51177,890,2807,1.5135901833679104,1.5032794731498138
81611,26464,3605,35.04377854406458,34.8050572247237
23632,5,2941,0.008115881330422894,0.008060595228886313
51107,7024,2266,14.7973963210276,14.6965951483423
79630,1049,931,5.378813863677689,5.342172907839791
148523,44,2032,0.10336884918130357,0.10266469143689022
54460,53673,1540,166.3779841198889,165.24460257461877
9129,1571,2786,2.6918805301972384,2.6735432019074628
23248,1569,8222,0.9109744142948671,0.9047687760018157
80222,1368,2789,2.341522263615236,2.32557160682937
102465529,0,66,0.0,0.0
1893,0,2231,0.0,0.0
100874054,74,566,0.6241313489276524,0.6198797109694149
54507,2,5779,0.0016521063846875745,0.0016408520898532374
105371437,0,1068,0.0,0.0
100422997,0,86,0.0,0.0
574406,130,1036,0.5990241137182597,0.5949435084672017
4170,12060,4085,14.09340574457044,13.997400217965486
2029,30450,4145,35.06900713775441,34.83011395900164
55204,2572,4830,2.542052653640333,2.52473596609912
84072,21,2291,0.04375774306837611,0.0434596614518767
1520,4456,4107,5.179420694414402,5.144138022483423
1513,140,1810,0.36924121314788094,0.36672590934161886
405,1566,5034,1.4850437723751952,1.4749275228339362
9869,979,4818,0.9700108777885215,0.9634030778839102
29956,4175,2756,7.231659593238776,7.182396888392283
8416,2,2435,0.003920953920784186,0.0038942440358364925
55793,423,3102,0.6509674634392836,0.6465330154951268
58497,753,3083,1.165955995170848,1.1580133997937365
149428,61,2412,0.12072945493857361,0.11990703521205916
54964,600,2053,1.395156765286336,1.3856528339885814
56882,1699,3183,2.5481057543652263,2.5307478325664308
10962,716,2158,1.5838800562396655,1.5730905251898728
126626,446,2371,0.897974518665296,0.8918574368112167
10500,60,4125,0.06943652943352359,0.06896352165281353
100534012,0,1948,0.0,0.0
79626,446,1178,1.8073833478399126,1.7950712925971093
388695,322,2508,0.6128991907235362,0.608724067220558
79005,0,2085,0.0,0.0
29765,1,1556,0.0030679700504850555,0.0030470707671149933
6944,6777,1564,20.685281968034218,20.544371997491567
8394,606,4651,0.6219951424476836,0.6177580565169519
5710,28728,1362,100.69061487348073,100.00470149808321
57592,346,5808,0.2843873009469598,0.2824500294966084
5298,1552,4417,1.6773551484167912,1.6659288567704784
5993,2114,3883,2.5989522525224658,2.5812479598804496
8991,9469,2054,22.007179495090018,21.857264641660795
5692,18977,925,97.93694060580911,97.2697855031072
23126,1964,9558,0.9809235600294541,0.9742414219681048
57530,0,5226,0.0,0.0
7286,121,3255,0.17745779699696598,0.1762489387862803
693139,0,96,0.0,0.0
81609,2281,7506,1.4506994071547263,1.4408171144673794
11189,0,6168,0.0,0.0
284485,0,455,0.0,0.0
65005,14334,1688,40.537379079907424,40.26123486776407
51686,240,1171,0.9783968707541753,0.9717319447236749
11022,345,3563,0.4622362285998842,0.45908743452222023
339398,0,2667,0.0,0.0
6097,227,3651,0.296807405497652,0.2947855271964451
100191040,40,3324,0.05744598554217505,0.05705465840711107
100132111,0,761,0.0,0.0
284486,0,1146,0.0,0.0
117145,2056,5258,1.8666514711731759,1.8539356762314931
6281,24628,1055,111.43904807924767,110.67991542606876
441908,0,1004,0.0,0.0
6282,18403,594,147.89820036633503,146.89070474267675
100131107,0,1512,0.0,0.0
126637,0,3603,0.0,0.0
7062,0,6995,0.0,0.0
126638,0,3569,0.0,0.0
388697,0,9632,0.0,0.0
2312,0,12813,0.0,0.0
339400,0,4139,0.0,0.0
388698,0,9128,0.0,0.0
49860,0,1913,0.0,0.0
254910,0,819,0.0,0.0
54544,0,804,0.0,0.0
353145,0,688,0.0,0.0
84648,0,610,0.0,0.0
353144,0,425,0.0,0.0
353143,0,288,0.0,0.0
353142,0,270,0.0,0.0
353141,1,594,0.008036635351102267,0.00798188908018675
353140,0,594,0.0,0.0
26239,0,612,0.0,0.0
353139,0,592,0.0,0.0
199834,0,388,0.0,0.0
100129271,0,908,0.0,0.0
448834,0,2594,0.0,0.0
353137,0,598,0.0,0.0
353135,0,1180,0.0,0.0
353134,0,430,0.0,0.0
353133,0,695,0.0,0.0
353132,0,1139,0.0,0.0
353131,0,625,0.0,0.0
448835,0,642,0.0,0.0
4184,0,770,0.0,0.0
3713,0,2534,0.0,0.0
163778,0,746,0.0,0.0
6698,0,655,0.0,0.0
6707,0,986,0.0,0.0
6699,0,619,0.0,0.0
6703,0,682,0.0,0.0
6700,0,677,0.0,0.0
6701,0,675,0.0,0.0
6704,0,681,0.0,0.0
6705,579,671,4.119236735861696,4.091176130838015
6702,0,678,0.0,0.0
6706,0,650,0.0,0.0
101928009,0,2254,0.0,0.0
149018,0,541,0.0,0.0
574414,0,3511,0.0,0.0
4014,0,1298,0.0,0.0
114771,0,2042,0.0,0.0
57115,2,2539,0.003760347694804842,0.003734731873675407
6280,64599,577,534.4544412222498,530.8136902919315
6283,12429,466,127.32420691552993,126.45686315519063
6279,119156,584,974.0108102845709,967.3757624859711
338324,0,4279,0.0,0.0
645922,0,480,0.0,0.0
6278,0,439,0.0,0.0
6277,583694,683,4079.6718678887464,4051.8807822455224
6276,149,1997,0.3561794934324773,0.3537531672163287
6275,406737,564,3442.6691311417762,3419.21736448919
101928034,51,1390,0.17515239663762017,0.17395924301811322
6274,1337,738,8.64839971526788,8.589486051388285
6273,639,963,3.1676360681998785,3.146057851100897
140576,1382,1604,4.113053773567743,4.08503528743014
57402,24,1095,0.10463038681763828,0.10391763536725325
6284,2091,1626,6.138951466407119,6.0971323859792586
6271,152,594,1.2215685733675445,1.213247140188386
26097,10124,2250,21.479804621763666,21.333482292622016
23557,5748,1052,26.083251443814337,25.90557002770968
3608,58848,1906,147.3905093295644,146.38647214215788
100189015,63,72,4.1770412237354035,4.148586849427064
4881,0,4303,0.0,0.0
102466879,0,89,0.0,0.0
65123,13,5761,0.010772244086306493,0.010698862606700587
11000,15,2413,0.029675267707551266,0.02947311715891585
343052,0,660,0.0,0.0
105371448,3,3463,0.004135513772932209,0.004107342287292172
57459,194,7657,0.12094942031077717,0.12012550216068961
9909,744,6212,0.5717447650554944,0.5678499891406007
200186,640,2863,1.0671349266765764,1.0598655091595512
27173,2549,3097,3.9290661300988208,3.902300984063687
102465441,0,70,0.0,0.0
148327,957,1949,2.3440172695828076,2.3280496165955875
10899,36785,1574,111.56468427308535,110.8046957750405
5872,16764,1714,46.69039444887501,46.37233535175549
6232,599050,351,8147.355458131682,8091.854952053015
91181,58,5884,0.047056111678479826,0.04673556128324166
100847024,0,72,0.0,0.0
7170,30641,11584,12.62714287060739,12.541125656402393
100126346,0,79,0.0,0.0
388701,0,706,0.0,0.0
25912,16566,2763,28.621835442800556,28.426860967937017
9898,3394,5674,2.85550690636144,2.8360549407231894
10456,19116,1175,77.66401948491279,77.13496531418625
89872,53,1843,0.13728125562854127,0.1363460835715894
57198,313,6580,0.22708013947532457,0.2255332494781886
3570,256,6613,0.18480007833509982,0.18354120385445608
126669,84,6909,0.05803965226206379,0.05764428101678942
126668,1,4464,0.0010693909942998984,0.0010621062082506562
55585,1347,3223,1.9951152975033333,1.9815243956130508
100874097,0,443,0.0,0.0
1141,0,5719,0.0,0.0
103,2150,7670,1.3381469370133905,1.3290313617088003
3782,4,13237,0.001442550849453727,0.0014327240654622437
10654,9486,1669,27.132355078903732,26.947527076035353
57326,1540,3199,2.2980908264377335,2.2824360284437732
90780,1328,3180,1.9935707978870139,1.9799904172647405
101928120,1,1066,0.004478200186261488,0.004447694290460534
6464,332,5218,0.3037349145879984,0.30166584548207526
1163,32606,924,168.45591359445461,167.30837700979447
100423020,22,91,1.1540961622879606,1.1462343571415434
80308,3547,3294,5.140416417933723,5.105399446584368
55891,0,649,0.0,0.0
51043,1,4855,0.0009832670233892373,0.0009765689214481833
127579,32,3589,0.04256348976142433,0.042273543504093
149095,1,2297,0.0020782592070329765,0.0020641019214762426
100505666,0,1837,0.0,0.0
8751,1204,3424,1.6786240431833863,1.6671891077136798
1945,118,1257,0.4481335282652825,0.44508080302979297
1944,106,1782,0.2839611157389468,0.28202674749993184
1942,464,2090,1.0598207124064125,1.052601119963996
55974,8259,1718,22.949066001550438,22.792734933921913
54344,10564,547,92.19381245764596,91.56578005191433
200185,58084,547,506.9088794765153,503.45577134943125
80128,0,4794,0.0,0.0
4582,814,1838,2.114168541035671,2.0997666379192474
693235,21,96,1.0442603059338509,1.037146712356766
7059,406,5081,0.3814499365898892,0.37885146587958224
4580,75,1902,0.18823980278212724,0.18695749659427957
2630,12,2036,0.02813611826260165,0.027944452536135145
2629,110,2820,0.18621055100745468,0.1849420682621994
10712,34,3193,0.050832410758177696,0.05048613587956517
10067,51,1621,0.1501923697262752,0.14916924601799966
1196,16,2179,0.03505286020049378,0.034814077016105956
57657,1,4853,0.0009836722436749941,0.0009769713813375085
5313,2,3340,0.0028585397596136205,0.0028390671339107365
2224,1064,1647,3.0839600048951126,3.0629517965411717
284618,0,1393,0.0,0.0
23623,1636,4941,1.580626117797119,1.5698587528638335
55870,6913,11950,2.761591008218323,2.7427788059858256
693140,15,96,0.7459002185241791,0.7408190802548328
645682,22,1083,0.0969739157601149,0.09631332086784898
645676,1810,1964,4.399444058749538,4.369474656655796
55154,324,3367,0.4593699712300974,0.4562407023511794
55249,2909,3870,3.588338994417508,3.5638949117706393
7818,17369,2220,37.34930708626008,37.09488030254757
100129405,8,2231,0.017117925230138043,0.017001316409254792
54856,3144,8709,1.7233558200776349,1.7116161677868462
23208,160,5280,0.14465943631984082,0.1436740034433615
6016,3223,3481,4.419946276225782,4.38983721121301
22889,2175,2992,3.4702309631873574,3.4465914428968154
677823,0,134,0.0,0.0
677771,0,129,0.0,0.0
339403,0,1146,0.0,0.0
9181,1935,8812,1.0482555953476436,1.041114785505657
102465442,0,64,0.0,0.0
105371729,0,849,0.0,0.0
6746,42009,1307,153.43606931284341,152.39084923605336
56893,514,3890,0.6307746423797274,0.6264777497188426
28956,31826,681,223.09798864963784,221.5782254161791
57111,0,1085,0.0,0.0
